filename,text,up_votes,down_votes,age,gender,accent,duration
cv-invalid/sample-000174.mp3,the boy fell to his knees and wept,0,1,,,,
cv-invalid/sample-000175.mp3,don't be a fool,0,1,,,,
cv-invalid/sample-000176.mp3,they formed heaps that are visible a mile and a half away,0,2,twenties,male,us,
cv-invalid/sample-000177.mp3,don't let them see that you're afraid the alchemist said,12,2,,,,
cv-invalid/sample-000178.mp3,help me find them,0,3,,,,
cv-invalid/sample-000179.mp3,the newspaper articles had prepared everyone for the reception of the idea,0,1,fourties,female,us,
cv-invalid/sample-000180.mp3,i can smell it,0,1,,,,
cv-invalid/sample-000181.mp3,it must have fallen while i was sitting over there,0,4,,,,
cv-invalid/sample-000182.mp3,but they could never have taught him arabic,0,1,fifties,male,scotland,
cv-invalid/sample-000183.mp3,i just don't trust anyone who says they've never had hamburger helper,0,3,,,,
cv-invalid/sample-000184.mp3,you're supposed to be the one that has all the answers,0,2,,,,
cv-invalid/sample-000185.mp3,he believed in omens,0,1,,,,
cv-invalid/sample-000186.mp3,the omens will begin insistently to speak of it and you'll try to ignore them,0,2,,,,
cv-invalid/sample-000187.mp3,so immerse yourself in it,0,2,,,,
cv-invalid/sample-000188.mp3,some of those who saw its flight say it travelled with a hissing sound,0,1,,,,
cv-invalid/sample-000189.mp3,he suggested that the boy look around the palace and return in two hours,0,1,teens,male,us,
cv-invalid/sample-000190.mp3,back into the excavation,0,1,,,,
cv-invalid/sample-000191.mp3,still after that first million before you're thirty,0,1,twenties,male,us,
cv-invalid/sample-000192.mp3,not what you'd call rich,0,1,twenties,male,indian,
cv-invalid/sample-000193.mp3,but then he remembered that he wasn't going to have to pay anything,1,2,,,,
cv-invalid/sample-000194.mp3,you know you did,0,2,fourties,male,,
cv-invalid/sample-000195.mp3,how could you ever think of such a thing,0,2,,,,
cv-invalid/sample-000196.mp3,the alchemists spent years in their laboratories observing the fire that purified the metals,0,1,sixties,male,indian,
cv-invalid/sample-000197.mp3,should i understand the emerald tablet the boy asked,0,2,,,,
cv-invalid/sample-000198.mp3,how'd you get in here,0,1,thirties,male,us,
cv-invalid/sample-000199.mp3,the arabs laughed at him and the alchemist laughed along,1,2,,,,
cv-invalid/sample-000200.mp3,maybe no one here knows what an alchemist is,1,2,teens,male,african,
cv-invalid/sample-000201.mp3,what do you know about it,0,1,twenties,male,,
cv-invalid/sample-000202.mp3,even then he hardly understood what this meant,0,3,,,,
cv-invalid/sample-000203.mp3,the first rule of don't fight club is let's talk about it,0,1,,,,
cv-invalid/sample-000204.mp3,undefined,0,8,teens,female,us,
cv-invalid/sample-000205.mp3,they were tribesmen dressed in blue with black rings surrounding their turbans,0,1,,,,
cv-invalid/sample-000206.mp3,what is it you're looking for asked the old merchant,0,1,,,,
cv-invalid/sample-000207.mp3,undefined,0,1,,,,
cv-invalid/sample-000208.mp3,i understand sheep they're no longer a problem and they can be good friends,0,1,,,,
cv-invalid/sample-000209.mp3,the burning fire had been extinguished,0,2,,,,
cv-invalid/sample-000210.mp3,i think they're going to last for a long time he said to the monk,1,2,,,,
cv-invalid/sample-000211.mp3,their faces were covered with the blue cloths and their eyes showed fear,0,1,,,,
cv-invalid/sample-000212.mp3,he rose and made his way back toward the palm trees,1,2,,,,
cv-invalid/sample-000213.mp3,he said that everything has its own destiny,0,2,,,,
cv-invalid/sample-000214.mp3,the boy was surprised,0,1,,,,
cv-invalid/sample-000215.mp3,many people in berkshire surrey and middlesex must have seen it,0,3,,,,
cv-invalid/sample-000216.mp3,the boy was shaking with fear but the alchemist helped him out of the tent,0,1,twenties,male,us,
cv-invalid/sample-000217.mp3,undefined,0,1,,,,
cv-invalid/sample-000218.mp3,the boy thought it a strange question,1,2,,,,
cv-invalid/sample-000219.mp3,finally after hours of waiting the guard bade the boy enter,1,2,,,,
cv-invalid/sample-000220.mp3,from that day on it was the desert that would be important,0,1,teens,male,us,
cv-invalid/sample-000221.mp3,that night there was another jetting out of gas from the distant planet,1,2,thirties,female,england,
cv-invalid/sample-000222.mp3,the caravan moved toward the east,0,1,,,,
cv-invalid/sample-000223.mp3,i'll tell you why they did it,1,2,,,,
cv-invalid/sample-000224.mp3,your money saved us for three days,0,1,sixties,male,england,
cv-invalid/sample-000225.mp3,the thought was so dreadful to him that he forgot about the heat and went forward,0,2,,,,
cv-invalid/sample-000226.mp3,he noticed the unequal cooling of its surface,1,2,,,,
cv-invalid/sample-000227.mp3,an huge hole had been made by the impact of the projectile,1,3,,,,
cv-invalid/sample-000228.mp3,he was just and good,0,2,,,,
cv-invalid/sample-000229.mp3,because for him you are a green field from which he always returns with game,1,2,thirties,male,us,
cv-invalid/sample-000230.mp3,he felt uneasy at the man's presence,0,3,twenties,female,us,
cv-invalid/sample-000231.mp3,it seemed to him that it fell to earth about one hundred miles east of here,2,4,,,,
cv-invalid/sample-000232.mp3,when i returned to the common the sun was setting,250,6,,,,
cv-invalid/sample-000233.mp3,people continued to come and go from the baker's shop,1,2,,,,
cv-invalid/sample-000234.mp3,coming home a party of tourists passed us singing and playing music,2,4,,,,
cv-invalid/sample-000235.mp3,want to know what it is,0,1,,,,
cv-invalid/sample-000236.mp3,a large piece suddenly came off and fell with a loud and sharp noise,1,2,,,,
cv-invalid/sample-000237.mp3,the boy wanted to take her hand,0,2,,,,
cv-invalid/sample-000238.mp3,he had come to the town only to find a woman who could interpret his dream,0,1,,,,
cv-invalid/sample-000239.mp3,we'll lower it out of the window with pulleys,0,2,,,,
cv-invalid/sample-000240.mp3,and the sand and gravel had been flung violently in every direction,0,6,,,,
cv-invalid/sample-000241.mp3,inline skates are like ice skates but with wheels instead of blades,0,1,thirties,female,canada,
cv-invalid/sample-000242.mp3,no he heard a voice on the wind say,1,3,,,,
cv-invalid/sample-000243.mp3,but we've never had any real trouble,0,1,,,,
cv-invalid/sample-000244.mp3,these are the spies said one of the men,0,1,,,,
cv-invalid/sample-000245.mp3,don't be impatient he repeated to himself,12,2,,,,
cv-invalid/sample-000246.mp3,i'll take that bet,0,1,,,,
cv-invalid/sample-000247.mp3,he decided to spend the night there,0,2,twenties,male,,
cv-invalid/sample-000248.mp3,my wife pointed out to me the brightness of the red green and yellow signal lights,0,4,,,,
cv-invalid/sample-000249.mp3,some went away while i was there and other people came,2,9,,,,
cv-invalid/sample-000250.mp3,they must be used to their new shepherd and have probably already forgotten me,0,1,,,,
cv-invalid/sample-000251.mp3,here i am between my flock and my treasure the boy thought,0,1,,,,
cv-invalid/sample-000252.mp3,they met each other via online video messaging,0,1,thirties,male,southatlandtic,
cv-invalid/sample-000253.mp3,we could get to the pyramids by tomorrow said the other taking the money,0,2,,,,
cv-invalid/sample-000254.mp3,maybe no one here knows what an alchemist is,0,1,,,,
cv-invalid/sample-000255.mp3,and the solid part was called the philosopher's stone,0,3,,,,
cv-invalid/sample-000256.mp3,i said with the mouth shut,0,2,,,,
cv-invalid/sample-000257.mp3,there were lights in the upper windows of the houses when the people went to bed,0,1,,,,
cv-invalid/sample-000258.mp3,i'll get the tickets,0,1,twenties,male,us,
cv-invalid/sample-000259.mp3,he moved about invisible but everyone could hear him,0,3,,,,
cv-invalid/sample-000260.mp3,at least she knows how to behave at funerals,0,1,teens,male,us,
cv-invalid/sample-000261.mp3,it's like the camel driver said 'eat when it's time to eat,0,3,,,,
cv-invalid/sample-000262.mp3,you don't have to be rich skinny popular or even own a cape to perform a random act of kindness,1,5,,,,
cv-invalid/sample-000263.mp3,the boy was surprised,14,3,,,,
cv-invalid/sample-000264.mp3,i didn't need to waste my time just for this he said,2,3,,,,
cv-invalid/sample-000265.mp3,why are you carrying money asked the tribesman when he had searched the boy's bag,1,2,,,,
cv-invalid/sample-000266.mp3,that's never happened to me the boy said,0,1,,,,
cv-invalid/sample-000267.mp3,it took a lot of mental effort to do the most basic things,0,1,teens,male,us,
cv-invalid/sample-000268.mp3,i would have won the junior olympics if not for those medaling kids,134,4,,,,
cv-invalid/sample-000269.mp3,she keeps saying that she has no regrets about moving back home but im not sure if its entirely true,0,1,,,,
cv-invalid/sample-000270.mp3,we felt that something was following us through the woods,0,1,,,,
cv-invalid/sample-000271.mp3,and this is for me said the alchemist keeping one of the parts,0,1,,,,
cv-invalid/sample-000272.mp3,what's the fifth obligation the boy asked,0,1,twenties,male,us,
cv-invalid/sample-000273.mp3,i've never had one before the merchant answered,1,3,,,,
cv-invalid/sample-000274.mp3,because i've always heard about them the boy answered saying nothing about his dream,0,3,,,,
cv-invalid/sample-000275.mp3,i'm trying to prove it,0,1,,,,
cv-invalid/sample-000276.mp3,the woman was silent for some time,1,2,,,,
cv-invalid/sample-000277.mp3,because he knew what he would find,3,4,,,,
cv-invalid/sample-000278.mp3,so you know about love the boy said,0,1,,,,
cv-invalid/sample-000279.mp3,he thought that with some patience he'd be able to transform everything into gold,0,1,,,,
cv-invalid/sample-000280.mp3,this is for you he said holding one of the parts out to the monk,0,1,,,,
cv-invalid/sample-000281.mp3,undefined,0,1,,,,
cv-invalid/sample-000282.mp3,the tea seemed less bitter,0,1,,,,
cv-invalid/sample-000283.mp3,they formed heaps that are visible a mile and a half away,0,3,twenties,male,us,
cv-invalid/sample-000284.mp3,it's as much my fault as yours,0,1,fifties,male,us,
cv-invalid/sample-000285.mp3,sometimes it's better to be with the sheep who don't say anything,0,2,,,,
cv-invalid/sample-000286.mp3,there is a universal language understood by everybody but already forgotten,0,1,twenties,male,indian,
cv-invalid/sample-000287.mp3,it spread through the planet's atmosphere and obscured its more familiar features,2,3,,,,
cv-invalid/sample-000288.mp3,a large portion of the cylinder had been uncovered,5,8,twenties,male,indian,
cv-invalid/sample-000289.mp3,he picked up the two stones and put them back in his pouch,0,1,,,,
cv-invalid/sample-000290.mp3,the englishman asked if they were in danger,15,2,,,,
cv-invalid/sample-000291.mp3,but you could bring them in here,0,1,,,,
cv-invalid/sample-000292.mp3,if you start your emails with greetings let me be the first to welcome you to earth,28,4,,,,
cv-invalid/sample-000293.mp3,the top had certainly ceased to rotate,0,1,,,,
cv-invalid/sample-000294.mp3,how many times are you gonna call me,0,1,,,,
cv-invalid/sample-000295.mp3,i'm afraid she'd feel ashamed to think she hadn't trusted you,0,1,,,,
cv-invalid/sample-000296.mp3,he had tried in vain to establish a relationship with an alchemist,0,1,teens,male,us,
cv-invalid/sample-000297.mp3,in those days very few of the people had any idea about astronomy,0,3,,,,
cv-invalid/sample-000298.mp3,as they sat down at the only table in the place the crystal merchant laughed,0,1,,,,
cv-invalid/sample-000299.mp3,but he kept quiet because he had heard what the alchemist said to the monk,0,1,,,,
cv-invalid/sample-000300.mp3,she refilled her vessel and left,0,4,,,,
cv-invalid/sample-000301.mp3,when the pan had cooled the monk and the boy looked at it dazzled,0,3,,,,
cv-invalid/sample-000302.mp3,the loafers and golf caddies were used to hanging out near the railway station,0,1,,,,
cv-invalid/sample-000303.mp3,on the second day the boy climbed to the top of a cliff near the camp,0,3,,,,
cv-invalid/sample-000304.mp3,it could get a whole lot worse,0,1,,,,
cv-invalid/sample-000305.mp3,i had seen all that it would presently bring me,16,5,,,,
cv-invalid/sample-000306.mp3,but the boy was quiet,0,4,,,,
cv-invalid/sample-000307.mp3,and seizing the boy's bag the alchemist gave the gold coins to the chief,0,1,,,,
cv-invalid/sample-000308.mp3,a breeze began to blow,0,2,thirties,male,us,
cv-invalid/sample-000309.mp3,i have already described the appearance of that colossal bulk which was embedded in the ground,2,4,twenties,female,england,
cv-invalid/sample-000310.mp3,it was as if it quivered but really this was the telescope vibrating,0,2,,,,
cv-invalid/sample-000311.mp3,where do you come in,0,1,fifties,female,australia,
cv-invalid/sample-000312.mp3,he knew he was stronger than his friend,0,1,,,,
cv-invalid/sample-000313.mp3,absolutely despicable that gingerbread men are forced to live in houses made of their own flesh,1,12,,,,
cv-invalid/sample-000314.mp3,it would have been visible to me had i only looked up as it passed,0,1,teens,male,england,
cv-invalid/sample-000315.mp3,i'm going into the desert the man answered turning back to his reading,0,1,,,,
cv-invalid/sample-000316.mp3,but that's why you created the game in the first place the boy answered,0,1,,,,
cv-invalid/sample-000317.mp3,are you sure there's no mistake,0,1,,,,
cv-invalid/sample-000318.mp3,like eating or sleeping or like seeking love or finding a job,0,2,,,,
cv-invalid/sample-000319.mp3,like everybody learns he said,0,1,thirties,male,philippines,
cv-invalid/sample-000320.mp3,he did find it soon after dawn and not far from the sand pits,1,3,,,,
cv-invalid/sample-000321.mp3,yet each felt his heart beat a bit faster,0,1,,,,
cv-invalid/sample-000322.mp3,death doesn't change anything the boy thought,0,1,,,,
cv-invalid/sample-000323.mp3,i don't understand what you're talking about the desert said,0,1,,,,
cv-invalid/sample-000324.mp3,they were people of the desert and clamored to hear his stories about the great cities,0,2,,,,
cv-invalid/sample-000325.mp3,don't give us that ethics stuff,0,1,,,,
cv-invalid/sample-000326.mp3,how do you like that,0,1,,,,
cv-invalid/sample-000327.mp3,the big charleston contest,0,1,fourties,male,,
cv-invalid/sample-000328.mp3,looking through the telescope i saw a circle of deep blue and the little round planet,2,3,,,,
cv-invalid/sample-000329.mp3,it must have fallen while i was sitting over there,0,3,,,,
